URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,4,1,0.599999880000024,0.01689189183482469,16.444444444444443,0.3918918918918919,6.734534534534534,16.444444444444443,116,296,2.3885135135135136,2,7.118243243243243
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,8,1,0.7777776913580343,0.04433497515105923,25.375,0.4876847290640394,10.345073891625617,25.375,99,203,2.6403940886699506,2,7.58128078817734
Netclan20241125,https://insights.blackcoffer.com/impact-of-news-media-and-press-on-innovation-startups-and-investments/,9,5,0.2857142653061239,0.05204460947195313,12.227272727272727,0.37174721189591076,5.039607975667455,12.227272727272727,100,269,2.4609665427509295,10,7.20817843866171
Netclan20241126,https://insights.blackcoffer.com/aws-quicksight-reporting-dashboard/,9,4,0.3846153550295881,0.045774647726145604,21.846153846153847,0.4084507042253521,8.90184182015168,21.846153846153847,116,284,2.436619718309859,7,7.21830985915493
Netclan20241127,https://insights.blackcoffer.com/google-data-studio-dashboard-for-marketing-ads-and-traction-data/,8,1,0.7777776913580343,0.024324324258582906,20.555555555555557,0.34864864864864864,8.361681681681683,20.555555555555557,129,370,2.345945945945946,10,7.183783783783784
Netclan20241128,https://insights.blackcoffer.com/gangala-in-e-commerce-big-data-etl-elt-solution-and-data-warehouse/,9,2,0.636363578512402,0.043478260697714384,18.071428571428573,0.41106719367588934,7.392998306041786,18.071428571428573,104,253,2.458498023715415,10,7.288537549407114
Netclan20241129,https://insights.blackcoffer.com/big-data-solution-to-an-online-multivendor-marketplace-ecommerce-business/,18,1,0.8947367950138528,0.06690140821513589,28.4,0.4084507042253521,11.523380281690141,28.4,116,284,2.4577464788732395,7,7.299295774647887
Netclan20241130,https://insights.blackcoffer.com/creating-a-custom-report-and-dashboard-using-the-data-got-from-atera-api/,4,1,0.599999880000024,0.02994011958119689,33.4,0.5269461077844312,13.570778443113774,33.4,88,167,2.748502994011976,4,8.029940119760479
Netclan20241131,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,9,3,0.4999999583333368,0.0533333330962963,17.307692307692307,0.49333333333333335,7.120410256410256,17.307692307692307,111,225,2.7333333333333334,2,8.2
Netclan20241132,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,4,1,0.599999880000024,0.024999999875,33.333333333333336,0.44,13.509333333333334,33.333333333333336,88,200,2.545,3,7.49
Netclan20241133,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,11,1,0.8333332638888947,0.03921568614635397,23.53846153846154,0.4542483660130719,9.597083961789846,23.53846153846154,139,306,2.5359477124183005,4,7.666666666666667
Netclan20241134,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,4,1,0.599999880000024,0.018867924457102173,15.588235294117647,0.4075471698113208,6.398312985571588,15.588235294117647,108,265,2.4679245283018867,5,7.467924528301887
Netclan20241135,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,3,1,0.49999987500003124,0.02424242409550046,55.0,0.5515151515151515,22.220606060606062,55.0,91,165,3.096969696969697,3,9.381818181818181
Netclan20241136,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,5,1,0.6666665555555741,0.032085561325745665,23.375,0.5187165775401069,9.557486631016044,23.375,97,187,2.657754010695187,2,7.823529411764706
Netclan20241137,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,7,1,0.7499999062500118,0.04166666644965278,24.0,0.5104166666666666,9.804166666666667,24.0,98,192,2.625,2,7.78125
Netclan20241138,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,5,3,0.24999996875000394,0.046511627636560304,43.0,0.5058139534883721,17.40232558139535,43.0,87,172,2.6744186046511627,2,7.906976744186046
Netclan20241139,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,5,4,0.11111109876543349,0.05027932932804844,19.88888888888889,0.5083798882681564,8.158907510862818,19.88888888888889,91,179,2.653631284916201,2,7.743016759776537
Netclan20241140,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,5,2,0.4285713673469475,0.04022988482626503,21.75,0.5172413793103449,8.906896551724138,21.75,90,174,2.6494252873563218,2,7.827586206896552
Netclan20241141,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,11,1,0.8333332638888947,0.045112781785290296,19.0,0.43609022556390975,7.774436090225564,19.0,116,266,2.511278195488722,9,7.503759398496241
Netclan20241142,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,4,1,0.599999880000024,0.023584905549127805,23.555555555555557,0.419811320754717,9.590146750524111,23.555555555555557,89,212,2.608490566037736,6,7.9245283018867925
Netclan20241143,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,6,9,-0.19999998666666757,0.04373177829815808,21.4375,0.4139941690962099,8.740597667638484,21.4375,142,343,2.4723032069970845,5,7.276967930029154
Netclan20241144,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,11,3,0.5714285306122479,0.06008583665199212,21.181818181818183,0.43776824034334766,8.647834568864614,21.181818181818183,102,233,2.532188841201717,3,7.643776824034335
Netclan20241145,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,15,3,0.6666666296296316,0.05901639324912658,14.523809523809524,0.4262295081967213,5.980015612802498,14.523809523809524,130,305,2.560655737704918,14,7.665573770491803
Netclan20241146,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,11,3,0.5714285306122479,0.053231938961095286,17.533333333333335,0.43346007604562736,7.186717363751585,17.533333333333335,114,263,2.517110266159696,9,7.520912547528517
Netclan20241147,https://insights.blackcoffer.com/real-estate-data-warehouse/,7,1,0.7499999062500118,0.028776978313751877,17.375,0.43884892086330934,7.125539568345324,17.375,122,278,2.4964028776978417,3,7.597122302158273
Netclan20241148,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,6,2,0.4999999375000079,0.029197080185412116,18.266666666666666,0.41605839416058393,7.4730900243309,18.266666666666666,114,274,2.5328467153284673,10,7.675182481751825
Netclan20241149,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,5,1,0.6666665555555741,0.02857142843537415,21.0,0.46190476190476193,8.584761904761905,21.0,97,210,2.538095238095238,2,7.495238095238095
Netclan20241150,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,5,2,0.4285713673469475,0.03365384599204882,34.666666666666664,0.4326923076923077,14.039743589743589,34.666666666666664,90,208,2.5048076923076925,2,7.456730769230769
Netclan20241151,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,6,1,0.7142856122449125,0.03465346517498285,22.444444444444443,0.47029702970297027,9.165896589658965,22.444444444444443,95,202,2.633663366336634,2,7.727722772277228
Netclan20241152,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,6,1,0.7142856122449125,0.034825870473503134,25.125,0.4626865671641791,10.235074626865673,25.125,93,201,2.601990049751244,2,7.601990049751244
Netclan20241153,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,5,1,0.6666665555555741,0.02941176456170704,20.4,0.45588235294117646,8.34235294117647,20.4,93,204,2.6127450980392157,2,7.696078431372549
Netclan20241154,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,4,1,0.599999880000024,0.026178010334146542,31.833333333333332,0.4712041884816754,12.921815008726004,31.833333333333332,90,191,2.56020942408377,2,7.575916230366492
Netclan20241155,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,5,1,0.6666665555555741,0.031249999837239584,27.428571428571427,0.4739583333333333,11.161011904761905,27.428571428571427,91,192,2.6197916666666665,2,7.661458333333333
Netclan20241156,https://insights.blackcoffer.com/marbles-stimulation-using-python/,5,2,0.4285713673469475,0.033980582359317564,15.846153846153847,0.46116504854368934,6.522927557879015,15.846153846153847,95,206,2.5728155339805827,4,7.480582524271845
Netclan20241157,https://insights.blackcoffer.com/stocktwits-data-structurization/,14,10,0.1666666597222225,0.038709677356919873,12.4,0.3209677419354839,5.088387096774194,12.4,199,620,2.282258064516129,8,7.117741935483871
Netclan20241158,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,12,6,0.3333333148148158,0.04675324663180975,16.73913043478261,0.4987012987012987,6.895132693393563,16.73913043478261,192,385,2.618181818181818,7,7.64935064935065
Netclan20241159,https://insights.blackcoffer.com/population-and-community-survey-of-america/,15,10,0.19999999200000032,0.04166666659722222,18.181818181818183,0.4083333333333333,7.436060606060607,18.181818181818183,245,600,2.4,5,7.1433333333333335
Netclan20241160,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,22,18,0.09999999750000006,0.045662100404495316,13.272727272727273,0.3344748858447489,5.442880863428809,13.272727272727273,293,876,2.353881278538813,9,7.1118721461187215
Netclan20241161,https://insights.blackcoffer.com/healthcare-data-analysis/,8,7,0.06666666222222252,0.0663716811222492,17.384615384615383,0.4424778761061947,7.130837304288632,17.384615384615383,100,226,2.5486725663716814,13,7.6415929203539825
Netclan20241162,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,3,1,0.49999987500003124,0.02857142836734694,46.666666666666664,0.5642857142857143,18.892380952380954,46.666666666666664,79,140,2.8857142857142857,2,8.4
Netclan20241163,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,5,1,0.6666665555555741,0.03225806434269858,20.666666666666668,0.478494623655914,8.458064516129033,20.666666666666668,89,186,2.5806451612903225,3,7.650537634408602
